frame_idx,time_sec,face_detected,state,confidence,risk_score,risk_level,danger_counter,warning,input_mode,attention_boxes
231,3.854,True,c5_radio,0.5089672207832336,0.4903,yellow,0,False,driver_roi,[]
232,3.87,True,c5_radio,0.5101848244667053,0.4882,yellow,0,False,driver_roi,[]
233,3.887,True,c5_radio,0.5101848244667053,0.4882,yellow,0,False,driver_roi,[]
234,3.904,True,c5_radio,0.5117369294166565,0.4876,yellow,0,False,driver_roi,[]
235,3.92,True,c5_radio,0.5117369294166565,0.4876,yellow,0,False,driver_roi,[]
236,3.937,True,c5_radio,0.5122849345207214,0.4879,yellow,0,False,driver_roi,[]
237,3.954,True,c5_radio,0.5122849345207214,0.4879,yellow,0,False,driver_roi,[]
238,3.97,True,c5_radio,0.5135530829429626,0.4875,yellow,0,False,driver_roi,[]
239,3.987,True,c5_radio,0.5135530829429626,0.4875,yellow,0,False,driver_roi,[]
240,4.004,True,c5_radio,0.5170140862464905,0.4852,yellow,0,False,driver_roi,[]
241,4.02,True,c5_radio,0.5170140862464905,0.4852,yellow,0,False,driver_roi,[]
242,4.037,True,c5_radio,0.5229690670967102,0.4843,yellow,0,False,driver_roi,[]
243,4.054,True,c5_radio,0.5229690670967102,0.4843,yellow,0,False,driver_roi,[]
244,4.07,True,c5_radio,0.5251457691192627,0.483,yellow,0,False,driver_roi,[]
245,4.087,True,c5_radio,0.5251457691192627,0.483,yellow,0,False,driver_roi,[]
246,4.104,True,c5_radio,0.5263882875442505,0.4823,yellow,0,False,driver_roi,[]
247,4.121,True,c5_radio,0.5263882875442505,0.4823,yellow,0,False,driver_roi,[]
248,4.137,True,c5_radio,0.5274593234062195,0.4812,yellow,0,False,driver_roi,[]
249,4.154,True,c5_radio,0.5274593234062195,0.4812,yellow,0,False,driver_roi,[]
250,4.171,True,c5_radio,0.528805136680603,0.4807,yellow,0,False,driver_roi,[]
251,4.187,True,c5_radio,0.528805136680603,0.4807,yellow,0,False,driver_roi,[]
252,4.204,True,c5_radio,0.531581699848175,0.4814,yellow,0,False,driver_roi,[]
253,4.221,True,c5_radio,0.531581699848175,0.4814,yellow,0,False,driver_roi,[]
254,4.237,True,c5_radio,0.5328167676925659,0.4819,yellow,0,False,driver_roi,[]
255,4.254,True,c5_radio,0.5328167676925659,0.4819,yellow,0,False,driver_roi,[]
256,4.271,True,c5_radio,0.537181556224823,0.4826,yellow,0,False,driver_roi,[]
257,4.287,True,c5_radio,0.537181556224823,0.4826,yellow,0,False,driver_roi,[]
258,4.304,True,c5_radio,0.538239061832428,0.4821,yellow,0,False,driver_roi,[]
259,4.321,True,c5_radio,0.538239061832428,0.4821,yellow,0,False,driver_roi,[]
260,4.337,True,c5_radio,0.5354589223861694,0.4808,yellow,0,False,driver_roi,[]
261,4.354,True,c5_radio,0.5354589223861694,0.4808,yellow,0,False,driver_roi,[]
262,4.371,True,c5_radio,0.5292273759841919,0.4801,yellow,0,False,driver_roi,[]
263,4.387,True,c5_radio,0.5292273759841919,0.4801,yellow,0,False,driver_roi,[]
264,4.404,True,c5_radio,0.526641309261322,0.4808,yellow,0,False,driver_roi,[]
265,4.421,True,c5_radio,0.526641309261322,0.4808,yellow,0,False,driver_roi,[]
266,4.437,True,c5_radio,0.5230597257614136,0.4815,yellow,0,False,driver_roi,[]
267,4.454,True,c5_radio,0.5230597257614136,0.4815,yellow,0,False,driver_roi,[]
268,4.471,True,c5_radio,0.5169541835784912,0.481,yellow,0,False,driver_roi,[]
269,4.488,True,c5_radio,0.5169541835784912,0.481,yellow,0,False,driver_roi,[]
270,4.504,True,c5_radio,0.5142139792442322,0.4812,yellow,0,False,driver_roi,[]
271,4.521,True,c5_radio,0.5142139792442322,0.4812,yellow,0,False,driver_roi,[]
272,4.538,True,c5_radio,0.5186505913734436,0.4843,yellow,0,False,driver_roi,[]
273,4.554,True,c5_radio,0.5186505913734436,0.4843,yellow,0,False,driver_roi,[]
274,4.571,True,c5_radio,0.5224640369415283,0.4892,yellow,0,False,driver_roi,[]
275,4.588,True,c5_radio,0.5224640369415283,0.4892,yellow,0,False,driver_roi,[]
276,4.604,True,c5_radio,0.5218914747238159,0.4934,yellow,0,False,driver_roi,[]
277,4.621,True,c5_radio,0.5218914747238159,0.4934,yellow,0,False,driver_roi,[]
278,4.638,True,c5_radio,0.5235599875450134,0.4968,yellow,0,False,driver_roi,[]
279,4.654,True,c5_radio,0.5235599875450134,0.4968,yellow,0,False,driver_roi,[]
280,4.671,True,c5_radio,0.5272692441940308,0.5017,yellow,0,False,driver_roi,[]
281,4.688,True,c5_radio,0.5272692441940308,0.5017,yellow,0,False,driver_roi,[]
282,4.704,True,c5_radio,0.5325148105621338,0.506,yellow,0,False,driver_roi,[]
283,4.721,True,c5_radio,0.5325148105621338,0.506,yellow,0,False,driver_roi,[]
284,4.738,True,c5_radio,0.5442533493041992,0.5109,yellow,0,False,driver_roi,[]
285,4.754,True,c5_radio,0.5442533493041992,0.5109,yellow,0,False,driver_roi,[]
286,4.771,True,c5_radio,0.5527228713035583,0.5144,yellow,0,False,driver_roi,[]
287,4.788,True,c5_radio,0.5527228713035583,0.5144,yellow,0,False,driver_roi,[]
288,4.804,True,c5_radio,0.5590285062789917,0.5182,yellow,0,False,driver_roi,[]
289,4.821,True,c5_radio,0.5590285062789917,0.5182,yellow,0,False,driver_roi,[]
290,4.838,True,c5_radio,0.557813286781311,0.5202,yellow,0,False,driver_roi,[]
291,4.855,True,c5_radio,0.557813286781311,0.5202,yellow,0,False,driver_roi,[]
292,4.871,True,c5_radio,0.5588401556015015,0.5233,yellow,0,False,driver_roi,[]
293,4.888,True,c5_radio,0.5588401556015015,0.5233,yellow,0,False,driver_roi,[]
294,4.905,True,c5_radio,0.5552396178245544,0.5232,yellow,0,False,driver_roi,[]
295,4.921,True,c5_radio,0.5552396178245544,0.5232,yellow,0,False,driver_roi,[]
296,4.938,True,c5_radio,0.5559068322181702,0.5237,yellow,0,False,driver_roi,[]
297,4.955,True,c5_radio,0.5559068322181702,0.5237,yellow,0,False,driver_roi,[]
298,4.971,True,c5_radio,0.5580564141273499,0.5259,yellow,0,False,driver_roi,[]
299,4.988,True,c5_radio,0.5580564141273499,0.5259,yellow,0,False,driver_roi,[]
300,5.005,True,c5_radio,0.5575686693191528,0.5278,yellow,0,False,driver_roi,[]
301,5.021,True,c5_radio,0.5575686693191528,0.5278,yellow,0,False,driver_roi,[]
302,5.038,True,c5_radio,0.5609132051467896,0.5296,yellow,0,False,driver_roi,[]
303,5.055,True,c5_radio,0.5609132051467896,0.5296,yellow,0,False,driver_roi,[]
304,5.071,True,c5_radio,0.5646375417709351,0.5313,yellow,0,False,driver_roi,[]
305,5.088,True,c5_radio,0.5646375417709351,0.5313,yellow,0,False,driver_roi,[]
306,5.105,True,c5_radio,0.5694089531898499,0.5334,yellow,0,False,driver_roi,[]
307,5.121,True,c5_radio,0.5694089531898499,0.5334,yellow,0,False,driver_roi,[]
