frame_idx,time_sec,face_detected,state,confidence,risk_score,risk_level,danger_counter,warning,input_mode,attention_boxes
93,1.551,True,c3_texting_left,0.5238679051399231,0.7495,orange,11,False,driver_roi,[]
94,1.568,True,c3_texting_left,0.53248131275177,0.7322,orange,10,False,driver_roi,[]
95,1.585,True,c3_texting_left,0.53248131275177,0.7322,orange,10,False,driver_roi,[]
96,1.601,True,c3_texting_left,0.5388498306274414,0.7136,orange,9,False,driver_roi,[]
97,1.618,True,c3_texting_left,0.5388498306274414,0.7136,orange,9,False,driver_roi,[]
98,1.635,True,c3_texting_left,0.5306824445724487,0.6907,orange,8,False,driver_roi,[]
99,1.652,True,c3_texting_left,0.5306824445724487,0.6907,orange,8,False,driver_roi,[]
100,1.668,True,c3_texting_left,0.5187138319015503,0.6671,orange,7,False,driver_roi,[]
101,1.685,True,c3_texting_left,0.5187138319015503,0.6671,orange,7,False,driver_roi,[]
102,1.702,True,c3_texting_left,0.5259221792221069,0.6474,yellow,6,False,driver_roi,[]
103,1.718,True,c3_texting_left,0.5259221792221069,0.6474,yellow,6,False,driver_roi,[]
104,1.735,True,c3_texting_left,0.5353206396102905,0.6283,yellow,5,False,driver_roi,[]
105,1.752,True,c3_texting_left,0.5353206396102905,0.6283,yellow,5,False,driver_roi,[]
106,1.768,True,c3_texting_left,0.5475165843963623,0.6126,yellow,4,False,driver_roi,[]
107,1.785,True,c3_texting_left,0.5475165843963623,0.6126,yellow,4,False,driver_roi,[]
108,1.802,True,c3_texting_left,0.5629786252975464,0.5983,yellow,3,False,driver_roi,[]
109,1.818,True,c3_texting_left,0.5629786252975464,0.5983,yellow,3,False,driver_roi,[]
110,1.835,True,c3_texting_left,0.5598978400230408,0.5793,yellow,2,False,driver_roi,[]
111,1.852,True,c3_texting_left,0.5598978400230408,0.5793,yellow,2,False,driver_roi,[]
112,1.868,True,c3_texting_left,0.5539845824241638,0.5609,yellow,1,False,driver_roi,[]
113,1.885,True,c3_texting_left,0.5539845824241638,0.5609,yellow,1,False,driver_roi,[]
114,1.902,True,c3_texting_left,0.5616945028305054,0.5451,yellow,0,False,driver_roi,[]
115,1.918,True,c3_texting_left,0.5616945028305054,0.5451,yellow,0,False,driver_roi,[]
116,1.935,True,c3_texting_left,0.5759080648422241,0.5503,yellow,0,False,driver_roi,[]
117,1.952,True,c3_texting_left,0.5759080648422241,0.5503,yellow,0,False,driver_roi,[]
118,1.969,True,c3_texting_left,0.5930931568145752,0.5558,yellow,0,False,driver_roi,[]
119,1.985,True,c3_texting_left,0.5930931568145752,0.5558,yellow,0,False,driver_roi,[]
120,2.002,True,c3_texting_left,0.6086702346801758,0.5617,yellow,0,False,driver_roi,[]
121,2.019,True,c3_texting_left,0.6086702346801758,0.5617,yellow,0,False,driver_roi,[]
122,2.035,True,c3_texting_left,0.6257719993591309,0.5669,yellow,0,False,driver_roi,[]
123,2.052,True,c3_texting_left,0.6257719993591309,0.5669,yellow,0,False,driver_roi,[]
124,2.069,True,c3_texting_left,0.6390476822853088,0.5729,yellow,0,False,driver_roi,[]
125,2.085,True,c3_texting_left,0.6390476822853088,0.5729,yellow,0,False,driver_roi,[]
126,2.102,True,c3_texting_left,0.6521318554878235,0.5793,yellow,0,False,driver_roi,[]
127,2.119,True,c3_texting_left,0.6521318554878235,0.5793,yellow,0,False,driver_roi,[]
128,2.135,True,c3_texting_left,0.6596041321754456,0.5845,yellow,0,False,driver_roi,[]
129,2.152,True,c3_texting_left,0.6596041321754456,0.5845,yellow,0,False,driver_roi,[]
130,2.169,True,c3_texting_left,0.6567355394363403,0.5873,yellow,0,False,driver_roi,[]
131,2.185,True,c3_texting_left,0.6567355394363403,0.5873,yellow,0,False,driver_roi,[]
132,2.202,True,c3_texting_left,0.6442927122116089,0.586,yellow,0,False,driver_roi,[]
133,2.219,True,c3_texting_left,0.6442927122116089,0.586,yellow,0,False,driver_roi,[]
134,2.235,True,c3_texting_left,0.6256681680679321,0.5825,yellow,0,False,driver_roi,[]
135,2.252,True,c3_texting_left,0.6256681680679321,0.5825,yellow,0,False,driver_roi,[]
136,2.269,True,c3_texting_left,0.6185342073440552,0.5801,yellow,0,False,driver_roi,[]
137,2.285,True,c3_texting_left,0.6185342073440552,0.5801,yellow,0,False,driver_roi,[]
138,2.302,True,c3_texting_left,0.6304150819778442,0.5835,yellow,0,False,driver_roi,[]
139,2.319,True,c3_texting_left,0.6304150819778442,0.5835,yellow,0,False,driver_roi,[]
140,2.336,True,c3_texting_left,0.6327670812606812,0.5843,yellow,0,False,driver_roi,[]
141,2.352,True,c3_texting_left,0.6327670812606812,0.5843,yellow,0,False,driver_roi,[]
142,2.369,True,c3_texting_left,0.6235309839248657,0.5818,yellow,0,False,driver_roi,[]
143,2.386,True,c3_texting_left,0.6235309839248657,0.5818,yellow,0,False,driver_roi,[]
144,2.402,True,c3_texting_left,0.6156529784202576,0.5799,yellow,0,False,driver_roi,[]
145,2.419,True,c3_texting_left,0.6156529784202576,0.5799,yellow,0,False,driver_roi,[]
146,2.436,True,c3_texting_left,0.5975200533866882,0.575,yellow,0,False,driver_roi,[]
147,2.452,True,c3_texting_left,0.5975200533866882,0.575,yellow,0,False,driver_roi,[]
148,2.469,True,c3_texting_left,0.5774272680282593,0.5695,yellow,0,False,driver_roi,[]
149,2.486,True,c3_texting_left,0.5774272680282593,0.5695,yellow,0,False,driver_roi,[]
150,2.502,True,c3_texting_left,0.5648657083511353,0.5669,yellow,0,False,driver_roi,[]
151,2.519,True,c3_texting_left,0.5648657083511353,0.5669,yellow,0,False,driver_roi,[]
152,2.536,True,c3_texting_left,0.5628502368927002,0.5645,yellow,0,False,driver_roi,[]
153,2.552,True,c3_texting_left,0.5628502368927002,0.5645,yellow,0,False,driver_roi,[]
154,2.569,True,c3_texting_left,0.5548936724662781,0.5626,yellow,0,False,driver_roi,[]
155,2.586,True,c3_texting_left,0.5548936724662781,0.5626,yellow,0,False,driver_roi,[]
156,2.602,True,c3_texting_left,0.5458436608314514,0.5618,yellow,0,False,driver_roi,[]
157,2.619,True,c3_texting_left,0.5458436608314514,0.5618,yellow,0,False,driver_roi,[]
158,2.636,True,c3_texting_left,0.5279474854469299,0.5587,yellow,0,False,driver_roi,[]
159,2.652,True,c3_texting_left,0.5279474854469299,0.5587,yellow,0,False,driver_roi,[]
160,2.669,True,c3_texting_left,0.5040868520736694,0.5557,yellow,0,False,driver_roi,[]
161,2.686,True,c3_texting_left,0.5040868520736694,0.5557,yellow,0,False,driver_roi,[]
162,2.703,True,c3_texting_left,0.4783024787902832,0.5497,yellow,0,False,driver_roi,[]
163,2.719,True,c3_texting_left,0.4783024787902832,0.5497,yellow,0,False,driver_roi,[]
164,2.736,True,c3_texting_left,0.44454893469810486,0.5406,yellow,0,False,driver_roi,[]
165,2.753,True,c3_texting_left,0.44454893469810486,0.5406,yellow,0,False,driver_roi,[]
166,2.769,True,c3_texting_left,0.4172132611274719,0.5324,yellow,0,False,driver_roi,[]
167,2.786,True,c3_texting_left,0.4172132611274719,0.5324,yellow,0,False,driver_roi,[]
168,2.803,True,c3_texting_left,0.39313584566116333,0.5196,yellow,0,False,driver_roi,[]
169,2.819,True,c3_texting_left,0.39313584566116333,0.5196,yellow,0,False,driver_roi,[]
170,2.836,True,c3_texting_left,0.37760207056999207,0.5111,yellow,0,False,driver_roi,[]
171,2.853,True,c3_texting_left,0.37760207056999207,0.5111,yellow,0,False,driver_roi,[]
172,2.869,True,c3_texting_left,0.3610694110393524,0.5051,yellow,0,False,driver_roi,[]
173,2.886,True,c3_texting_left,0.3610694110393524,0.5051,yellow,0,False,driver_roi,[]
174,2.903,True,c3_texting_left,0.34336450695991516,0.4997,yellow,0,False,driver_roi,[]
175,2.919,True,c3_texting_left,0.34336450695991516,0.4997,yellow,0,False,driver_roi,[]
176,2.936,True,c3_texting_left,0.3229049742221832,0.4948,yellow,0,False,driver_roi,[]
177,2.953,True,c3_texting_left,0.3229049742221832,0.4948,yellow,0,False,driver_roi,[]
178,2.969,True,c3_texting_left,0.2986575961112976,0.4898,yellow,0,False,driver_roi,[]
179,2.986,True,c3_texting_left,0.2986575961112976,0.4898,yellow,0,False,driver_roi,[]
180,3.003,True,c3_texting_left,0.28184860944747925,0.4878,yellow,0,False,driver_roi,[]
181,3.019,True,c3_texting_left,0.28184860944747925,0.4878,yellow,0,False,driver_roi,[]
182,3.036,True,c9_talking,0.29213836789131165,0.4868,yellow,0,False,driver_roi,[]
183,3.053,True,c9_talking,0.29213836789131165,0.4868,yellow,0,False,driver_roi,[]
184,3.07,True,c9_talking,0.30870357155799866,0.4834,yellow,0,False,driver_roi,[]
185,3.086,True,c9_talking,0.30870357155799866,0.4834,yellow,0,False,driver_roi,[]
186,3.103,True,c9_talking,0.31910037994384766,0.4813,yellow,0,False,driver_roi,[]
187,3.12,True,c9_talking,0.31910037994384766,0.4813,yellow,0,False,driver_roi,[]
188,3.136,True,c9_talking,0.3213884234428406,0.4808,yellow,0,False,driver_roi,[]
189,3.153,True,c9_talking,0.3213884234428406,0.4808,yellow,0,False,driver_roi,[]
190,3.17,True,c9_talking,0.32688865065574646,0.4734,yellow,0,False,driver_roi,[]
191,3.186,True,c9_talking,0.32688865065574646,0.4734,yellow,0,False,driver_roi,[]
192,3.203,True,c9_talking,0.3319764733314514,0.4652,yellow,0,False,driver_roi,[]
193,3.22,True,c9_talking,0.3319764733314514,0.4652,yellow,0,False,driver_roi,[]
194,3.236,True,c9_talking,0.3383357524871826,0.4562,yellow,0,False,driver_roi,[]
195,3.253,True,c9_talking,0.3383357524871826,0.4562,yellow,0,False,driver_roi,[]
196,3.27,True,c9_talking,0.3468919098377228,0.4459,yellow,0,False,driver_roi,[]
197,3.286,True,c9_talking,0.3468919098377228,0.4459,yellow,0,False,driver_roi,[]
198,3.303,True,c9_talking,0.35357290506362915,0.4393,yellow,0,False,driver_roi,[]
199,3.32,True,c9_talking,0.35357290506362915,0.4393,yellow,0,False,driver_roi,[]
200,3.336,True,c9_talking,0.3615068197250366,0.4337,yellow,0,False,driver_roi,[]
201,3.353,True,c9_talking,0.3615068197250366,0.4337,yellow,0,False,driver_roi,[]
202,3.37,True,c9_talking,0.366327702999115,0.4314,yellow,0,False,driver_roi,[]
203,3.386,True,c9_talking,0.366327702999115,0.4314,yellow,0,False,driver_roi,[]
204,3.403,True,c9_talking,0.36897340416908264,0.4304,yellow,0,False,driver_roi,[]
205,3.42,True,c9_talking,0.36897340416908264,0.4304,yellow,0,False,driver_roi,[]
206,3.437,True,c9_talking,0.36873552203178406,0.4307,yellow,0,False,driver_roi,[]
207,3.453,True,c9_talking,0.36873552203178406,0.4307,yellow,0,False,driver_roi,[]
208,3.47,True,c9_talking,0.36837226152420044,0.4359,yellow,0,False,driver_roi,[]
209,3.487,True,c9_talking,0.36837226152420044,0.4359,yellow,0,False,driver_roi,[]
210,3.503,True,c9_talking,0.3686402440071106,0.4407,yellow,0,False,driver_roi,[]
211,3.52,True,c9_talking,0.3686402440071106,0.4407,yellow,0,False,driver_roi,[]
212,3.537,True,c9_talking,0.36581242084503174,0.441,yellow,0,False,driver_roi,[]
213,3.553,True,c9_talking,0.36581242084503174,0.441,yellow,0,False,driver_roi,[]
214,3.57,True,c9_talking,0.3604762554168701,0.4407,yellow,0,False,driver_roi,[]
215,3.587,True,c9_talking,0.3604762554168701,0.4407,yellow,0,False,driver_roi,[]
216,3.603,True,c9_talking,0.35458168387413025,0.4409,yellow,0,False,driver_roi,[]
217,3.62,True,c9_talking,0.35458168387413025,0.4409,yellow,0,False,driver_roi,[]
218,3.637,True,c9_talking,0.3472248613834381,0.4403,yellow,0,False,driver_roi,[]
219,3.653,True,c9_talking,0.3472248613834381,0.4403,yellow,0,False,driver_roi,[]
220,3.67,True,c9_talking,0.3413616120815277,0.4378,yellow,0,False,driver_roi,[]
221,3.687,True,c9_talking,0.3413616120815277,0.4378,yellow,0,False,driver_roi,[]
222,3.703,True,c9_talking,0.336847722530365,0.4345,yellow,0,False,driver_roi,[]
223,3.72,True,c9_talking,0.336847722530365,0.4345,yellow,0,False,driver_roi,[]
224,3.737,True,c0_safe,0.3334326148033142,0.4333,yellow,0,False,driver_roi,[]
225,3.753,True,c0_safe,0.3334326148033142,0.4333,yellow,0,False,driver_roi,[]
226,3.77,True,c0_safe,0.335383802652359,0.432,yellow,0,False,driver_roi,[]
227,3.787,True,c0_safe,0.335383802652359,0.432,yellow,0,False,driver_roi,[]
228,3.804,True,c0_safe,0.3409225344657898,0.4284,yellow,0,False,driver_roi,[]
229,3.82,True,c0_safe,0.3409225344657898,0.4284,yellow,0,False,driver_roi,[]
230,3.837,True,c9_talking,0.34199413657188416,0.4281,yellow,0,False,driver_roi,[]
231,3.854,True,c9_talking,0.34199413657188416,0.4281,yellow,0,False,driver_roi,[]
232,3.87,True,c0_safe,0.34754467010498047,0.4241,yellow,0,False,driver_roi,[]
233,3.887,True,c0_safe,0.34754467010498047,0.4241,yellow,0,False,driver_roi,[]
234,3.904,True,c0_safe,0.3484516739845276,0.4235,yellow,0,False,driver_roi,[]
235,3.92,True,c0_safe,0.3484516739845276,0.4235,yellow,0,False,driver_roi,[]
236,3.937,True,c0_safe,0.35127121210098267,0.4217,yellow,0,False,driver_roi,[]
237,3.954,True,c0_safe,0.35127121210098267,0.4217,yellow,0,False,driver_roi,[]
238,3.97,True,c0_safe,0.3557659983634949,0.4188,yellow,0,False,driver_roi,[]
239,3.987,True,c0_safe,0.3557659983634949,0.4188,yellow,0,False,driver_roi,[]
240,4.004,True,c0_safe,0.3639143705368042,0.4135,yellow,0,False,driver_roi,[]
241,4.02,True,c0_safe,0.3639143705368042,0.4135,yellow,0,False,driver_roi,[]
242,4.037,True,c0_safe,0.37250158190727234,0.4079,yellow,0,False,driver_roi,[]
243,4.054,True,c0_safe,0.37250158190727234,0.4079,yellow,0,False,driver_roi,[]
244,4.07,True,c0_safe,0.37740299105644226,0.4047,yellow,0,False,driver_roi,[]
245,4.087,True,c0_safe,0.37740299105644226,0.4047,yellow,0,False,driver_roi,[]
246,4.104,True,c0_safe,0.38127368688583374,0.4022,yellow,0,False,driver_roi,[]
247,4.121,True,c0_safe,0.38127368688583374,0.4022,yellow,0,False,driver_roi,[]
248,4.137,True,c0_safe,0.382278174161911,0.4015,yellow,0,False,driver_roi,[]
249,4.154,True,c0_safe,0.382278174161911,0.4015,yellow,0,False,driver_roi,[]
250,4.171,True,c0_safe,0.386370986700058,0.3989,yellow,0,False,driver_roi,[]
251,4.187,True,c0_safe,0.386370986700058,0.3989,yellow,0,False,driver_roi,[]
252,4.204,True,c0_safe,0.3868851065635681,0.3985,yellow,0,False,driver_roi,[]
253,4.221,True,c0_safe,0.3868851065635681,0.3985,yellow,0,False,driver_roi,[]
254,4.237,True,c0_safe,0.38781672716140747,0.3979,yellow,0,False,driver_roi,[]
255,4.254,True,c0_safe,0.38781672716140747,0.3979,yellow,0,False,driver_roi,[]
256,4.271,True,c0_safe,0.39002618193626404,0.3965,yellow,0,False,driver_roi,[]
257,4.287,True,c0_safe,0.39002618193626404,0.3965,yellow,0,False,driver_roi,[]
258,4.304,True,c0_safe,0.3895135521888733,0.3968,yellow,0,False,driver_roi,[]
259,4.321,True,c0_safe,0.3895135521888733,0.3968,yellow,0,False,driver_roi,[]
260,4.337,True,c0_safe,0.3842756152153015,0.4002,yellow,0,False,driver_roi,[]
261,4.354,True,c0_safe,0.3842756152153015,0.4002,yellow,0,False,driver_roi,[]
262,4.371,True,c0_safe,0.37818604707717896,0.4042,yellow,0,False,driver_roi,[]
263,4.387,True,c0_safe,0.37818604707717896,0.4042,yellow,0,False,driver_roi,[]
264,4.404,True,c0_safe,0.37415629625320435,0.4068,yellow,0,False,driver_roi,[]
265,4.421,True,c0_safe,0.37415629625320435,0.4068,yellow,0,False,driver_roi,[]
266,4.437,True,c0_safe,0.36938101053237915,0.4099,yellow,0,False,driver_roi,[]
267,4.454,True,c0_safe,0.36938101053237915,0.4099,yellow,0,False,driver_roi,[]
268,4.471,True,c0_safe,0.3610844910144806,0.4153,yellow,0,False,driver_roi,[]
269,4.488,True,c0_safe,0.3610844910144806,0.4153,yellow,0,False,driver_roi,[]
270,4.504,True,c0_safe,0.3576405346393585,0.4175,yellow,0,False,driver_roi,[]
271,4.521,True,c0_safe,0.3576405346393585,0.4175,yellow,0,False,driver_roi,[]
272,4.538,True,c0_safe,0.34613555669784546,0.425,yellow,0,False,driver_roi,[]
273,4.554,True,c0_safe,0.34613555669784546,0.425,yellow,0,False,driver_roi,[]
274,4.571,True,c0_safe,0.33648985624313354,0.4313,yellow,0,False,driver_roi,[]
275,4.588,True,c0_safe,0.33648985624313354,0.4313,yellow,0,False,driver_roi,[]
276,4.604,True,c3_texting_left,0.34666749835014343,0.4372,yellow,0,False,driver_roi,[]
277,4.621,True,c3_texting_left,0.34666749835014343,0.4372,yellow,0,False,driver_roi,[]
278,4.638,True,c3_texting_left,0.35560351610183716,0.4419,yellow,0,False,driver_roi,[]
279,4.654,True,c3_texting_left,0.35560351610183716,0.4419,yellow,0,False,driver_roi,[]
280,4.671,True,c3_texting_left,0.37178125977516174,0.4482,yellow,0,False,driver_roi,[]
281,4.688,True,c3_texting_left,0.37178125977516174,0.4482,yellow,0,False,driver_roi,[]
282,4.704,True,c3_texting_left,0.38479483127593994,0.4536,yellow,0,False,driver_roi,[]
283,4.721,True,c3_texting_left,0.38479483127593994,0.4536,yellow,0,False,driver_roi,[]
284,4.738,True,c3_texting_left,0.40170764923095703,0.4588,yellow,0,False,driver_roi,[]
285,4.754,True,c3_texting_left,0.40170764923095703,0.4588,yellow,0,False,driver_roi,[]
286,4.771,True,c3_texting_left,0.4158664643764496,0.4639,yellow,0,False,driver_roi,[]
287,4.788,True,c3_texting_left,0.4158664643764496,0.4639,yellow,0,False,driver_roi,[]
288,4.804,True,c3_texting_left,0.4215843677520752,0.4675,yellow,0,False,driver_roi,[]
289,4.821,True,c3_texting_left,0.4215843677520752,0.4675,yellow,0,False,driver_roi,[]
290,4.838,True,c3_texting_left,0.4290984570980072,0.4702,yellow,0,False,driver_roi,[]
291,4.855,True,c3_texting_left,0.4290984570980072,0.4702,yellow,0,False,driver_roi,[]
292,4.871,True,c3_texting_left,0.4361892342567444,0.4764,yellow,0,False,driver_roi,[]
293,4.888,True,c3_texting_left,0.4361892342567444,0.4764,yellow,0,False,driver_roi,[]
294,4.905,True,c3_texting_left,0.44096484780311584,0.4825,yellow,0,False,driver_roi,[]
295,4.921,True,c3_texting_left,0.44096484780311584,0.4825,yellow,0,False,driver_roi,[]
296,4.938,True,c3_texting_left,0.4407467842102051,0.4868,yellow,0,False,driver_roi,[]
297,4.955,True,c3_texting_left,0.4407467842102051,0.4868,yellow,0,False,driver_roi,[]
298,4.971,True,c3_texting_left,0.4377974569797516,0.4895,yellow,0,False,driver_roi,[]
299,4.988,True,c3_texting_left,0.4377974569797516,0.4895,yellow,0,False,driver_roi,[]
300,5.005,True,c3_texting_left,0.4260765612125397,0.4877,yellow,0,False,driver_roi,[]
301,5.021,True,c3_texting_left,0.4260765612125397,0.4877,yellow,0,False,driver_roi,[]
302,5.038,True,c3_texting_left,0.4087532162666321,0.4853,yellow,0,False,driver_roi,[]
